2024-11-21 18:59:48,995 p=11627 u=root n=ansible | PLAY [Deploy haproxy and keepalived] *******************************************
2024-11-21 19:00:19,671 p=11805 u=root n=ansible | TASK [Set cacheable fact for the first controller node] ************************
2024-11-21 19:00:19,712 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:00:19,724 p=11805 u=root n=ansible | TASK [Add the bootstrap host to a group] ***************************************
2024-11-21 19:00:19,737 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:00:19,750 p=11805 u=root n=ansible | PLAY [Bootstrap controller] ****************************************************
2024-11-21 19:00:19,762 p=11805 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:00:22,091 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:00:22,099 p=11805 u=root n=ansible | TASK [Bootstrap actions] *******************************************************
2024-11-21 19:00:22,152 p=11805 u=root n=ansible | TASK [k8s : Include vars if file exists] ***************************************
2024-11-21 19:00:22,174 p=11805 u=root n=ansible | ok: [192.168.57.13] => (item=linux/default.yml)
2024-11-21 19:00:22,175 p=11879 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:00:22,176 p=11805 u=root n=ansible | ok: [192.168.57.13] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:00:22,178 p=11879 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:00:22,181 p=11805 u=root n=ansible | ok: [192.168.57.13] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:00:22,186 p=11805 u=root n=ansible | TASK [k8s : Check if the OS is Ubuntu] *****************************************
2024-11-21 19:00:22,198 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:00:22,203 p=11805 u=root n=ansible | TASK [k8s : Include Ubuntu tasks] **********************************************
2024-11-21 19:00:22,227 p=11805 u=root n=ansible | included: /vagrant/ansible/playbooks/roles/k8s/tasks/linux/Ubuntu/main.yml for 192.168.57.13
2024-11-21 19:00:22,236 p=11805 u=root n=ansible | TASK [k8s : Ensure GPG package is installed] ***********************************
2024-11-21 19:00:25,651 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:00:25,659 p=11805 u=root n=ansible | TASK [k8s : Ensure /etc/apt/keyrings directory exists] *************************
2024-11-21 19:00:27,435 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:00:27,446 p=11805 u=root n=ansible | TASK [k8s : Add Docker GPG key] ************************************************
2024-11-21 19:00:29,876 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:00:29,890 p=11805 u=root n=ansible | TASK [k8s : Add Docker repository] *********************************************
2024-11-21 19:00:36,085 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:00:36,093 p=11805 u=root n=ansible | TASK [k8s : Download Kubernetes GPG key and save it as a keyring] **************
2024-11-21 19:00:38,250 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:00:38,259 p=11805 u=root n=ansible | TASK [k8s : Convert GPG key to keyring format] *********************************
2024-11-21 19:00:39,989 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:00:40,004 p=11805 u=root n=ansible | TASK [k8s : Add Kubernetes repository to APT sources] **************************
2024-11-21 19:00:43,133 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:00:43,143 p=11805 u=root n=ansible | TASK [k8s : Install packages] **************************************************
2024-11-21 19:01:02,810 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:02,822 p=11805 u=root n=ansible | TASK [k8s : Hold the kubelet, kubeadm, and kubectl packages] *******************
2024-11-21 19:01:04,772 p=11805 u=root n=ansible | changed: [192.168.57.13] => (item=kubelet)
2024-11-21 19:01:06,242 p=11805 u=root n=ansible | changed: [192.168.57.13] => (item=kubeadm)
2024-11-21 19:01:08,175 p=11805 u=root n=ansible | changed: [192.168.57.13] => (item=kubectl)
2024-11-21 19:01:08,187 p=11805 u=root n=ansible | TASK [k8s : Stop apparmor service] *********************************************
2024-11-21 19:01:10,104 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:10,116 p=11805 u=root n=ansible | TASK [k8s : Disable apparmor service] ******************************************
2024-11-21 19:01:12,319 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:12,331 p=11805 u=root n=ansible | TASK [k8s : Render containerd/config.toml template] ****************************
2024-11-21 19:01:15,263 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:15,272 p=11805 u=root n=ansible | RUNNING HANDLER [k8s : Start containerd] ***************************************
2024-11-21 19:01:17,207 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:17,208 p=11805 u=root n=ansible | RUNNING HANDLER [k8s : Restart containerd] *************************************
2024-11-21 19:01:19,060 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:19,068 p=11805 u=root n=ansible | TASK [k8s : Stop the UFW service] **********************************************
2024-11-21 19:01:20,745 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:20,757 p=11805 u=root n=ansible | TASK [k8s : Disable the UFW service] *******************************************
2024-11-21 19:01:23,027 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:23,040 p=11805 u=root n=ansible | TASK [k8s : Ensure swap is turned off] *****************************************
2024-11-21 19:01:24,621 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:24,630 p=11805 u=root n=ansible | TASK [k8s : Ensure swap is disabled in /etc/fstab] *****************************
2024-11-21 19:01:26,177 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:26,185 p=11805 u=root n=ansible | TASK [k8s : Load the br_netfilter module] **************************************
2024-11-21 19:01:27,933 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:27,944 p=11805 u=root n=ansible | TASK [k8s : Load the overlay module] *******************************************
2024-11-21 19:01:29,498 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:29,506 p=11805 u=root n=ansible | TASK [k8s : Load the rbd module] ***********************************************
2024-11-21 19:01:31,062 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:31,074 p=11805 u=root n=ansible | TASK [k8s : Persist br_netfilter module in /etc/modules-load.d/k8s.conf] *******
2024-11-21 19:01:34,554 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:34,566 p=11805 u=root n=ansible | TASK [k8s : Set sysctl parameters for Kubernetes networking] *******************
2024-11-21 19:01:36,461 p=11805 u=root n=ansible | changed: [192.168.57.13] => (item={'key': 'net.ipv4.ip_forward', 'value': '1'})
2024-11-21 19:01:39,003 p=11805 u=root n=ansible | changed: [192.168.57.13] => (item={'key': 'net.bridge.bridge-nf-call-ip6tables', 'value': '1'})
2024-11-21 19:01:40,807 p=11805 u=root n=ansible | changed: [192.168.57.13] => (item={'key': 'net.bridge.bridge-nf-call-iptables', 'value': '1'})
2024-11-21 19:01:40,817 p=11805 u=root n=ansible | TASK [k8s : Add NAT masquerade rule for interface enp0s8] **********************
2024-11-21 19:01:42,504 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:42,514 p=11805 u=root n=ansible | TASK [k8s : Ensure kubelet service is enabled and started] *********************
2024-11-21 19:01:44,335 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:01:44,351 p=11805 u=root n=ansible | TASK [k8s : Set controller nodes facts] ****************************************
2024-11-21 19:01:44,383 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:44,394 p=11805 u=root n=ansible | TASK [k8s : Set computer node facts] *******************************************
2024-11-21 19:01:44,419 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:44,427 p=11805 u=root n=ansible | TASK [k8s : Determine the IP address for the target interface] *****************
2024-11-21 19:01:44,451 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:44,460 p=11805 u=root n=ansible | TASK [k8s : Check if the admin file exists] ************************************
2024-11-21 19:01:46,284 p=11805 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:01:46,296 p=11805 u=root n=ansible | TASK [k8s : Run join controllers to cluster] ***********************************
2024-11-21 19:01:46,315 p=11805 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:01:46,329 p=11805 u=root n=ansible | TASK [k8s : Run join compute to cluster] ***************************************
2024-11-21 19:01:46,352 p=11805 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:01:46,368 p=11805 u=root n=ansible | TASK [k8s : Run kubeadm init if and only if bootstrap facts not present] *******
2024-11-21 19:02:30,373 p=11805 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:02:30,380 p=11805 u=root n=ansible | TASK [k8s : Render kubeadm-flags.env template] *********************************
2024-11-21 19:02:30,392 p=11805 u=root n=ansible | TASK [k8s : Add KUBECONFIG to root's bashrc] ***********************************
2024-11-21 19:02:30,398 p=11805 u=root n=ansible | TASK [k8s : Ensure /opt/k8s_deploy/plugins directory exists with correct permissions] ***
2024-11-21 19:02:30,403 p=11805 u=root n=ansible | TASK [k8s : Render all plugin template files to /opt/k8s_deploy/plugins] *******
2024-11-21 19:02:30,409 p=11805 u=root n=ansible | TASK [k8s : Apply all YAML files in /opt/k8s_deploy/plugins using kubectl] *****
2024-11-21 19:02:30,413 p=11805 u=root n=ansible | TASK [k8s : Set and cache join_token fact] *************************************
2024-11-21 19:02:30,419 p=11805 u=root n=ansible | TASK [k8s : Cache join_token] **************************************************
2024-11-21 19:02:30,424 p=11805 u=root n=ansible | TASK [k8s : Set and cache cert_hash fact] **************************************
2024-11-21 19:02:30,430 p=11805 u=root n=ansible | TASK [k8s : Cache cert_hash] ***************************************************
2024-11-21 19:02:30,436 p=11805 u=root n=ansible | TASK [k8s : Set and cache cert_key fact] ***************************************
2024-11-21 19:02:30,442 p=11805 u=root n=ansible | TASK [k8s : Cache cert_key] ****************************************************
2024-11-21 19:02:30,448 p=11805 u=root n=ansible | TASK [k8s : Restart kubelet] ***************************************************
2024-11-21 19:02:30,465 p=11805 u=root n=ansible | PLAY [Sync actions] ************************************************************
2024-11-21 19:02:30,471 p=11805 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:02:30,496 p=11805 u=root n=ansible | TASK [Sync facts] **************************************************************
2024-11-21 19:02:30,522 p=11805 u=root n=ansible | PLAY [Join to cluster] *********************************************************
2024-11-21 19:02:30,526 p=11805 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:02:30,550 p=11805 u=root n=ansible | TASK [Deploy k8s cluster] ******************************************************
2024-11-21 19:02:30,573 p=11805 u=root n=ansible | PLAY RECAP *********************************************************************
2024-11-21 19:02:30,573 p=11805 u=root n=ansible | 192.168.57.13              : ok=37   changed=21   unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2024-11-21 19:02:30,573 p=11805 u=root n=ansible | 192.168.57.14              : ok=1    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:02:30,573 p=11805 u=root n=ansible | 192.168.57.15              : ok=1    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:02:30,573 p=11805 u=root n=ansible | 192.168.57.16              : ok=1    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:02:30,574 p=11805 u=root n=ansible | 192.168.57.17              : ok=1    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:02:30,574 p=11805 u=root n=ansible | 192.168.57.18              : ok=1    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:21:31,502 p=11627 u=root n=ansible | PLAY [Deploy haproxy and keepalived] *******************************************
2024-11-21 19:21:31,523 p=11627 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:21:34,036 p=11627 u=root n=ansible | ok: [192.168.57.11]
2024-11-21 19:21:34,291 p=11627 u=root n=ansible | ok: [192.168.57.12]
2024-11-21 19:21:34,303 p=11627 u=root n=ansible | TASK [Bootstrap node geth] *****************************************************
2024-11-21 19:21:34,347 p=11627 u=root n=ansible | TASK [haproxy_lb : Include vars if file exists] ********************************
2024-11-21 19:21:34,381 p=11627 u=root n=ansible | ok: [192.168.57.11] => (item=linux/default.yml)
2024-11-21 19:21:34,383 p=11627 u=root n=ansible | ok: [192.168.57.11] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:21:34,386 p=11627 u=root n=ansible | ok: [192.168.57.11] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:21:34,391 p=11627 u=root n=ansible | ok: [192.168.57.12] => (item=linux/default.yml)
2024-11-21 19:21:34,394 p=11627 u=root n=ansible | ok: [192.168.57.12] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:21:34,397 p=11627 u=root n=ansible | ok: [192.168.57.12] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:21:34,402 p=11627 u=root n=ansible | TASK [haproxy_lb : Check if the OS is Ubuntu] **********************************
2024-11-21 19:21:34,420 p=11627 u=root n=ansible | ok: [192.168.57.11]
2024-11-21 19:21:34,431 p=11627 u=root n=ansible | ok: [192.168.57.12]
2024-11-21 19:21:34,435 p=11627 u=root n=ansible | TASK [haproxy_lb : Include Ubuntu tasks] ***************************************
2024-11-21 19:21:34,472 p=11627 u=root n=ansible | included: /vagrant/ansible/playbooks/roles/haproxy_lb/tasks/linux/Ubuntu/main.yml for 192.168.57.11, 192.168.57.12
2024-11-21 19:21:34,480 p=11627 u=root n=ansible | TASK [haproxy_lb : Update apt cache] *******************************************
2024-11-21 19:21:37,196 p=11627 u=root n=ansible | changed: [192.168.57.11]
2024-11-21 19:21:37,771 p=11627 u=root n=ansible | changed: [192.168.57.12]
2024-11-21 19:21:37,787 p=11627 u=root n=ansible | TASK [haproxy_lb : Install packages] *******************************************
2024-11-21 19:21:45,424 p=11627 u=root n=ansible | changed: [192.168.57.12]
2024-11-21 19:21:45,438 p=11627 u=root n=ansible | changed: [192.168.57.11]
2024-11-21 19:21:45,449 p=11627 u=root n=ansible | TASK [haproxy_lb : Template the HAProxy configuration file] ********************
2024-11-21 19:21:48,675 p=11627 u=root n=ansible | changed: [192.168.57.12]
2024-11-21 19:21:48,810 p=11627 u=root n=ansible | changed: [192.168.57.11]
2024-11-21 19:21:48,824 p=11627 u=root n=ansible | TASK [haproxy_lb : Template the keepalive.d configuration file] ****************
2024-11-21 19:21:52,066 p=11627 u=root n=ansible | changed: [192.168.57.11]
2024-11-21 19:21:52,183 p=11627 u=root n=ansible | changed: [192.168.57.12]
2024-11-21 19:21:52,199 p=11627 u=root n=ansible | TASK [haproxy_lb : Start haproxy] **********************************************
2024-11-21 19:21:54,006 p=11627 u=root n=ansible | changed: [192.168.57.11]
2024-11-21 19:21:54,100 p=11627 u=root n=ansible | changed: [192.168.57.12]
2024-11-21 19:21:54,107 p=11627 u=root n=ansible | TASK [haproxy_lb : Start keepalive.d] ******************************************
2024-11-21 19:21:55,810 p=11627 u=root n=ansible | changed: [192.168.57.11]
2024-11-21 19:21:56,221 p=11627 u=root n=ansible | changed: [192.168.57.12]
2024-11-21 19:21:56,244 p=11627 u=root n=ansible | PLAY RECAP *********************************************************************
2024-11-21 19:21:56,245 p=11627 u=root n=ansible | 192.168.57.11              : ok=10   changed=6    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:21:56,245 p=11627 u=root n=ansible | 192.168.57.12              : ok=10   changed=6    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2024-11-21 19:21:56,639 p=11806 u=root n=ansible | PLAY [Gather facts and set bootstrap variable] *********************************
2024-11-21 19:21:56,648 p=11806 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:21:58,844 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:21:58,895 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:21:58,910 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:21:59,026 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:21:59,115 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:22:01,246 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:22:01,263 p=11806 u=root n=ansible | TASK [Set cacheable fact for the first controller node] ************************
2024-11-21 19:22:01,303 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:22:01,314 p=11806 u=root n=ansible | TASK [Add the bootstrap host to a group] ***************************************
2024-11-21 19:22:01,324 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:01,333 p=11806 u=root n=ansible | PLAY [Bootstrap controller] ****************************************************
2024-11-21 19:22:01,336 p=11806 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:22:03,488 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:22:03,505 p=11806 u=root n=ansible | TASK [Bootstrap actions] *******************************************************
2024-11-21 19:22:03,560 p=11806 u=root n=ansible | TASK [k8s : Include vars if file exists] ***************************************
2024-11-21 19:22:03,585 p=11806 u=root n=ansible | ok: [192.168.57.13] => (item=linux/default.yml)
2024-11-21 19:22:03,587 p=11880 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:22:03,592 p=11806 u=root n=ansible | ok: [192.168.57.13] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:22:03,598 p=11880 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:22:03,604 p=11806 u=root n=ansible | ok: [192.168.57.13] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:22:03,613 p=11806 u=root n=ansible | TASK [k8s : Check if the OS is Ubuntu] *****************************************
2024-11-21 19:22:03,634 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:22:03,638 p=11806 u=root n=ansible | TASK [k8s : Include Ubuntu tasks] **********************************************
2024-11-21 19:22:03,663 p=11806 u=root n=ansible | included: /vagrant/ansible/playbooks/roles/k8s/tasks/linux/Ubuntu/main.yml for 192.168.57.13
2024-11-21 19:22:03,673 p=11806 u=root n=ansible | TASK [k8s : Ensure GPG package is installed] ***********************************
2024-11-21 19:22:06,855 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:22:06,862 p=11806 u=root n=ansible | TASK [k8s : Ensure /etc/apt/keyrings directory exists] *************************
2024-11-21 19:22:08,381 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:22:08,394 p=11806 u=root n=ansible | TASK [k8s : Add Docker GPG key] ************************************************
2024-11-21 19:22:10,953 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:10,965 p=11806 u=root n=ansible | TASK [k8s : Add Docker repository] *********************************************
2024-11-21 19:22:16,790 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:16,806 p=11806 u=root n=ansible | TASK [k8s : Download Kubernetes GPG key and save it as a keyring] **************
2024-11-21 19:22:18,750 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:18,760 p=11806 u=root n=ansible | TASK [k8s : Convert GPG key to keyring format] *********************************
2024-11-21 19:22:20,639 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:20,656 p=11806 u=root n=ansible | TASK [k8s : Add Kubernetes repository to APT sources] **************************
2024-11-21 19:22:24,237 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:24,249 p=11806 u=root n=ansible | TASK [k8s : Install packages] **************************************************
2024-11-21 19:22:42,551 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:42,559 p=11806 u=root n=ansible | TASK [k8s : Hold the kubelet, kubeadm, and kubectl packages] *******************
2024-11-21 19:22:44,244 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=kubelet)
2024-11-21 19:22:45,751 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=kubeadm)
2024-11-21 19:22:47,409 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=kubectl)
2024-11-21 19:22:47,420 p=11806 u=root n=ansible | TASK [k8s : Stop apparmor service] *********************************************
2024-11-21 19:22:49,293 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:49,309 p=11806 u=root n=ansible | TASK [k8s : Disable apparmor service] ******************************************
2024-11-21 19:22:51,566 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:51,578 p=11806 u=root n=ansible | TASK [k8s : Render containerd/config.toml template] ****************************
2024-11-21 19:22:54,714 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:54,727 p=11806 u=root n=ansible | RUNNING HANDLER [k8s : Start containerd] ***************************************
2024-11-21 19:22:56,474 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:22:56,476 p=11806 u=root n=ansible | RUNNING HANDLER [k8s : Restart containerd] *************************************
2024-11-21 19:22:58,611 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:22:58,621 p=11806 u=root n=ansible | TASK [k8s : Stop the UFW service] **********************************************
2024-11-21 19:23:00,350 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:23:00,357 p=11806 u=root n=ansible | TASK [k8s : Disable the UFW service] *******************************************
2024-11-21 19:23:02,512 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:23:02,526 p=11806 u=root n=ansible | TASK [k8s : Ensure swap is turned off] *****************************************
2024-11-21 19:23:04,218 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:04,232 p=11806 u=root n=ansible | TASK [k8s : Ensure swap is disabled in /etc/fstab] *****************************
2024-11-21 19:23:06,032 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:06,046 p=11806 u=root n=ansible | TASK [k8s : Load the br_netfilter module] **************************************
2024-11-21 19:23:07,725 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:23:07,733 p=11806 u=root n=ansible | TASK [k8s : Load the overlay module] *******************************************
2024-11-21 19:23:09,447 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:09,455 p=11806 u=root n=ansible | TASK [k8s : Load the rbd module] ***********************************************
2024-11-21 19:23:10,939 p=11806 u=root n=ansible | changed: [192.168.57.13]
